date,price,volume
11/11/2014,2039.68,404411296
11/10/2014,2038.26,478569504
11/07/2014,2031.92,525751680
11/06/2014,2031.21,515367744
11/05/2014,2023.57,536628928
11/04/2014,2012.1,543311552
11/03/2014,2017.81,508736448
10/31/2014,2018.05,712729024
10/30/2014,1994.65,524165472
10/29/2014,1982.3,569952512
10/28/2014,1985.05,548310080
10/27/2014,1961.63,491705632
10/24/2014,1964.58,522245824
10/23/2014,1950.82,582502784
10/22/2014,1927.11,655120704
10/21/2014,1941.28,619562176
10/20/2014,1904.01,546459648
10/17/2014,1886.76,821580032
10/16/2014,1862.76,815644928
10/15/2014,1862.49,957773440
10/14/2014,1877.7,717277824
10/13/2014,1874.74,700280192
10/10/2014,1906.13,784976384
10/09/2014,1928.21,629544960
10/08/2014,1968.89,630988928
10/07/2014,1935.1,535635072
10/06/2014,1964.82,451497760
10/03/2014,1967.9,573337856
10/02/2014,1946.17,530950208
10/01/2014,1946.16,612042368
09/30/2014,1972.29,613410880
09/29/2014,1977.8,448843840
09/26/2014,1982.85,482800576
09/25/2014,1965.99,554326976
09/24/2014,1998.3,523858304
09/23/2014,1982.77,535353824
09/22/2014,1994.29,561021440
09/19/2014,2010.4,1578831488
09/18/2014,2011.36,549523328
09/17/2014,2001.57,508634112
09/16/2014,1998.98,490373120
09/15/2014,1984.13,487894016
09/12/2014,1985.54,553889152
09/11/2014,1997.45,420061568
09/10/2014,1995.69,450704896
09/09/2014,1988.44,492285056
09/08/2014,2001.54,472663296
09/05/2014,2007.71,470374464
09/04/2014,1997.65,437703744
09/03/2014,2000.72,408860448
09/02/2014,2002.28,414849152
08/29/2014,2003.37,434091648
08/28/2014,1996.74,327403168
08/27/2014,2000.12,360861728
08/26/2014,2000.02,321244960
08/25/2014,1997.92,347701248
08/22/2014,1988.4,388759008
08/21/2014,1992.37,404517728
08/20/2014,1986.51,387730624
08/19/2014,1981.6,406385920
08/18/2014,1971.74,437281792
08/15/2014,1955.06,608697920
08/14/2014,1955.18,329704736
08/13/2014,1946.72,381970080
08/12/2014,1933.75,361088448
08/11/2014,1936.92,406222624
08/08/2014,1931.59,464022784
08/07/2014,1909.57,482464896
08/06/2014,1920.24,497211520
08/05/2014,1920.21,514760256
08/04/2014,1938.99,478743840
08/01/2014,1925.15,530081184
07/31/2014,1930.67,636984128
07/30/2014,1970.07,501324096
07/29/2014,1969.95,501819168
07/28/2014,1978.91,446608288
07/25/2014,1978.34,429045440
07/24/2014,1987.98,508563520
07/23/2014,1987.01,500128448
07/22/2014,1983.53,442676576
07/21/2014,1973.63,412421888
07/18/2014,1978.22,598989888
07/17/2014,1958.12,570555776
07/16/2014,1981.57,563271424
07/15/2014,1973.28,574597440
07/14/2014,1977.1,413153408
07/11/2014,1967.57,389943168
07/10/2014,1964.68,431707552
07/09/2014,1972.83,424467520
07/08/2014,1963.71,500784960
07/07/2014,1977.65,411961184
07/03/2014,1985.44,372778080
07/02/2014,1974.62,398543776
07/01/2014,1973.32,453395488
06/30/2014,1960.23,543446720
06/27/2014,1960.96,754974656
06/26/2014,1957.22,417090176
06/25/2014,1959.53,469446912
06/24/2014,1949.98,481626688
06/23/2014,1962.61,429726112
06/20/2014,1962.87,1225010560
06/19/2014,1959.48,487951232
06/18/2014,1956.98,450175296
06/17/2014,1941.99,424817824
06/16/2014,1937.78,461743968
06/13/2014,1936.16,454782016
06/12/2014,1930.11,469795936
06/11/2014,1943.89,397056288
06/10/2014,1950.79,412486016
06/09/2014,1951.27,433737152
06/06/2014,1949.44,459428352
06/05/2014,1940.46,439411360
06/04/2014,1927.88,410844640
06/03/2014,1924.24,419737312
06/02/2014,1924.97,383535264
05/30/2014,1923.57,609798400
05/29/2014,1920.03,379231808
05/28/2014,1909.78,421454048
05/27/2014,1911.91,479164000
05/23/2014,1900.53,386249664
05/22/2014,1892.49,398900416
05/21/2014,1888.03,421479296
05/20/2014,1872.83,449739456
05/19/2014,1885.08,444486784
05/16/2014,1877.86,637825152
05/15/2014,1870.85,561061696
05/14/2014,1888.53,437091840
05/13/2014,1897.45,427819552
05/12/2014,1896.65,464325760
05/09/2014,1878.48,488678720
05/08/2014,1875.63,511345760
05/07/2014,1878.21,612165632
05/06/2014,1867.72,490144192
05/05/2014,1884.66,426896864
05/02/2014,1881.14,480716416
05/01/2014,1883.68,482317376
04/30/2014,1883.95,645938432
04/29/2014,1878.33,512177312
04/28/2014,1869.43,666878400
04/25/2014,1863.4,541251200
04/24/2014,1878.61,536761216
04/23/2014,1875.39,496694816
04/22/2014,1879.55,508315648
04/21/2014,1871.89,457800064
04/17/2014,1864.85,686778752
04/16/2014,1862.31,583572672
04/15/2014,1842.98,630045632
04/14/2014,1830.61,544581504
04/11/2014,1815.69,681861312
04/10/2014,1833.08,660580224
04/09/2014,1872.18,543696448
04/08/2014,1851.96,577725696
04/07/2014,1845.04,691982272
04/04/2014,1865.09,668879936
04/03/2014,1888.77,499900992
04/02/2014,1890.9,475492416
04/01/2014,1885.52,528822112
03/31/2014,1872.34,588338496
03/28/2014,1857.62,466573952
03/27/2014,1849.04,598292928
03/26/2014,1852.56,572994880
03/25/2014,1865.62,514678880
03/24/2014,1857.44,609139008
03/21/2014,1866.52,1556334336
03/20/2014,1872.01,481715360
03/19/2014,1860.77,512768832
03/18/2014,1872.25,420516608
03/17/2014,1858.83,474079200
03/14/2014,1841.13,513409536
03/13/2014,1846.34,528187872
03/12/2014,1868.2,459683712
03/11/2014,1867.63,452021728
03/10/2014,1877.17,439330720
03/07/2014,1878.04,507130784
03/06/2014,1877.03,506237536
03/05/2014,1873.81,490908640
03/04/2014,1873.91,555989248
03/03/2014,1845.73,508998560
02/28/2014,1859.45,728624448
02/27/2014,1854.29,517164928
02/26/2014,1845.16,505238592
02/25/2014,1845.12,505512800
02/24/2014,1847.61,705543680
02/21/2014,1836.25,681513728
02/20/2014,1839.78,520620960
02/19/2014,1828.75,530650336
02/18/2014,1840.76,546618496
02/14/2014,1838.63,495117504
02/13/2014,1829.83,542928576
02/12/2014,1819.26,496327680
02/11/2014,1819.75,546459712
02/10/2014,1799.84,498168800
02/07/2014,1797.02,600247744
02/06/2014,1773.43,571755648
02/05/2014,1751.64,590110912
02/04/2014,1755.2,635294336
02/03/2014,1741.89,759497600
01/31/2014,1782.59,776329664
01/30/2014,1794.19,571051008
01/29/2014,1774.2,655960576
01/28/2014,1792.5,526147616
01/27/2014,1781.56,653126528
01/24/2014,1790.29,730151040
01/23/2014,1828.46,593087104
01/22/2014,1844.86,512338816
01/21/2014,1843.8,610444544
01/17/2014,1838.7,819605120
01/16/2014,1845.89,486069664
01/15/2014,1848.38,563999680
01/14/2014,1838.88,521314080
01/13/2014,1819.2,585806720
01/10/2014,1842.37,491739072
01/09/2014,1838.13,529520704
01/08/2014,1837.49,589383168
01/07/2014,1837.88,508596672
01/06/2014,1826.77,500749376
01/03/2014,1831.37,399831232
01/02/2014,1831.98,463338432
12/31/2013,1848.36,399844768
12/30/2013,1841.07,308193088
12/27/2013,1841.4,274879136
12/26/2013,1842.02,298737280
12/24/2013,1833.32,187691760
12/23/2013,1827.99,439203200
12/20/2013,1818.32,1402679296
12/19/2013,1809.6,518257792
12/18/2013,1810.65,702164224
12/17/2013,1781,513352160
12/16/2013,1786.54,537011904
12/13/2013,1775.32,450441536
12/12/2013,1775.5,527653440
12/11/2013,1782.22,561170112
12/10/2013,1802.62,484093248
12/09/2013,1808.37,495544640
12/06/2013,1805.09,516851968
12/05/2013,1785.03,576708544
12/04/2013,1792.81,591186240
12/03/2013,1795.15,535826848
12/02/2013,1800.9,470156032
11/29/2013,1805.81,357478752
11/27/2013,1807.23,380423904
11/26/2013,1802.75,566536576
11/25/2013,1802.48,482740864
11/22/2013,1804.76,450318016
11/21/2013,1795.85,501020576
11/20/2013,1781.37,486419488
11/19/2013,1787.87,471416992
11/18/2013,1791.53,496627680
11/15/2013,1798.18,668120320
11/14/2013,1790.62,526450144
11/13/2013,1782,528086784
11/12/2013,1767.69,457417792
11/11/2013,1771.89,388547616
11/08/2013,1770.61,575603648
11/07/2013,1747.15,602191296
11/06/2013,1770.49,499953728
11/05/2013,1762.97,487444064
11/04/2013,1767.93,431930880
11/01/2013,1761.64,549504320
10/31/2013,1756.54,635805632
10/30/2013,1763.31,480263712
10/29/2013,1771.95,501806208
10/28/2013,1762.11,579556608
10/25/2013,1759.77,541907712
10/24/2013,1752.07,525480416
10/23/2013,1746.38,533654080
10/22/2013,1754.67,569504384
10/21/2013,1744.66,498906016
10/18/2013,1744.5,703510848
10/17/2013,1733.15,542925248
10/16/2013,1721.54,543564800
10/15/2013,1698.06,532916160
10/14/2013,1710.14,424196640
10/11/2013,1703.2,482553184
10/10/2013,1692.56,552177600
10/09/2013,1656.4,574130112
10/08/2013,1655.45,571411520
10/07/2013,1676.12,425290336
10/04/2013,1690.5,440017056
10/03/2013,1678.66,499857024
10/02/2013,1693.87,484326528
10/01/2013,1695,462701056
09/30/2013,1681.55,629131264
09/27/2013,1691.75,489103104
09/26/2013,1698.67,440223488
09/25/2013,1692.77,475587744
09/24/2013,1697.42,509947392
09/23/2013,1701.84,511866176
09/20/2013,1709.91,1383413632
09/19/2013,1722.34,514394016
09/18/2013,1725.52,580426240
09/17/2013,1704.76,425239904
09/16/2013,1697.6,459764480
09/13/2013,1687.99,395148096
09/12/2013,1683.42,459040640
09/11/2013,1689.13,484793056
09/10/2013,1683.99,499155040
09/09/2013,1671.71,440884800
09/06/2013,1655.17,492524608
09/05/2013,1655.08,435460128
09/04/2013,1653.08,530963712
09/03/2013,1639.77,525167808
08/30/2013,1632.97,542310528
08/29/2013,1638.17,389334848
08/28/2013,1634.96,438063040
08/27/2013,1630.48,506000064
08/26/2013,1656.78,416322368
08/23/2013,1663.5,454291296
08/22/2013,1656.96,407240096
08/21/2013,1642.8,479892032
08/20/2013,1652.35,436119584
08/19/2013,1646.06,442953888
08/16/2013,1655.83,650111744
08/15/2013,1661.32,510318464
08/14/2013,1685.39,420471648
08/13/2013,1694.16,413884832
08/12/2013,1689.47,382142528
08/09/2013,1691.42,412941184
08/08/2013,1697.48,453654656
08/07/2013,1690.91,445614144
08/06/2013,1697.37,454070400
08/05/2013,1707.14,369575840
08/02/2013,1709.67,503275552
08/01/2013,1706.87,530951104
07/31/2013,1685.73,664419840
07/30/2013,1685.96,499839296
07/29/2013,1685.33,419819552
07/26/2013,1691.65,466156032
07/25/2013,1690.25,518129216
07/24/2013,1685.94,532656576
07/23/2013,1692.39,459706016
07/22/2013,1695.53,502083104
07/19/2013,1692.09,770584192
07/18/2013,1689.37,539273920
07/17/2013,1680.91,566833088
07/16/2013,1676.26,476974368
07/15/2013,1682.5,427337632
07/12/2013,1680.19,588945728
07/11/2013,1675.02,566455744
07/10/2013,1652.62,509090304
07/09/2013,1652.32,521108576
07/08/2013,1640.46,742917120
07/05/2013,1631.89,430664640
07/03/2013,1615.41,303759136
07/02/2013,1614.08,527795648
07/01/2013,1614.96,526115136
06/28/2013,1606.28,1081289088
06/27/2013,1613.2,518668672
06/26/2013,1603.26,568844608
06/25/2013,1588.03,605506944
06/24/2013,1573.09,700688000
06/21/2013,1592.43,1521151104
06/20/2013,1588.19,783320960
06/19/2013,1628.93,564339840
06/18/2013,1651.81,468885664
06/17/2013,1639.04,517127360
06/14/2013,1626.73,454660192
06/13/2013,1636.36,508786048
06/12/2013,1612.52,496663680
06/11/2013,1626.13,494419744
06/10/2013,1642.81,446790496
06/07/2013,1643.38,588722112
06/06/2013,1622.56,611811968
06/05/2013,1608.9,573941056
06/04/2013,1631.38,567560832
06/03/2013,1640.42,614601792
05/31/2013,1630.74,872444608
05/30/2013,1654.41,525967968
05/29/2013,1648.36,511999488
05/28/2013,1660.06,554619712
05/24/2013,1649.6,449088384
05/23/2013,1650.51,610989376
05/22/2013,1655.35,683490432
05/21/2013,1669.16,513919040
05/20/2013,1666.29,494665952
05/17/2013,1667.47,717787392
05/16/2013,1650.47,562299328
05/15/2013,1658.78,547590400
05/14/2013,1650.34,529472000
05/13/2013,1633.77,455174880
05/10/2013,1633.7,475475488
05/09/2013,1626.67,482900672
05/08/2013,1632.69,516801472
05/07/2013,1625.96,489537536
05/06/2013,1617.5,477645664
05/03/2013,1614.42,528213536
05/02/2013,1597.59,464684416
05/01/2013,1582.7,514984544
04/30/2013,1597.57,676820608
04/29/2013,1593.61,455326880
04/26/2013,1582.24,558080320
04/25/2013,1585.16,591309504
04/24/2013,1578.79,574951040
04/23/2013,1578.78,555077120
04/22/2013,1562.5,520923456
04/19/2013,1555.25,790566336
04/18/2013,1541.61,635698176
04/17/2013,1552.01,708085120
04/16/2013,1574.57,572293824
04/15/2013,1552.36,725229120
04/12/2013,1588.85,538931392
04/11/2013,1593.37,530718944
04/10/2013,1587.73,524612448
04/09/2013,1568.61,521582048
04/08/2013,1563.07,455851968
04/05/2013,1553.28,558288704
04/04/2013,1559.98,481445376
04/03/2013,1553.69,587850944
04/02/2013,1570.25,473640320
04/01/2013,1562.17,422775552
03/28/2013,1569.19,673190912
03/27/2013,1562.85,418415424
03/26/2013,1563.77,417852192
03/25/2013,1551.69,540532352
03/22/2013,1556.89,505786400
03/21/2013,1545.8,524169408
03/20/2013,1558.71,515015072
03/19/2013,1548.34,544881984
03/18/2013,1552.1,507141280
03/15/2013,1560.7,1447565312
03/14/2013,1563.23,504222144
03/13/2013,1554.52,420973952
03/12/2013,1552.48,466648288
03/11/2013,1556.22,450470304
03/08/2013,1551.18,487435904
03/07/2013,1544.26,498992384
03/06/2013,1541.46,502355712
03/05/2013,1539.79,522751872
03/04/2013,1525.2,513849664
03/01/2013,1518.2,548455808
02/28/2013,1514.68,748922944
02/27/2013,1515.99,492036288
02/26/2013,1496.94,579446720
02/25/2013,1487.85,637253824
02/22/2013,1515.6,515547200
02/21/2013,1502.42,599309760
02/20/2013,1511.95,594170816
02/19/2013,1530.94,571763136
02/15/2013,1519.79,811687552
02/14/2013,1521.38,533981152
02/13/2013,1520.33,513566752
02/12/2013,1519.43,489501408
02/11/2013,1517.01,400159936
02/08/2013,1517.93,477527360
02/07/2013,1509.39,553191104
02/06/2013,1512.12,556294272
02/05/2013,1511.29,587275072
02/04/2013,1495.71,584697152
02/01/2013,1513.17,598682816
01/31/2013,1498.11,740722944
01/30/2013,1501.96,569791872
01/29/2013,1507.84,607226816
01/28/2013,1500.18,535161280
01/25/2013,1502.96,570690752
01/24/2013,1494.82,554969600
01/23/2013,1494.81,494336352
01/22/2013,1492.56,569950400
01/18/2013,1485.98,930380416
01/17/2013,1480.94,604124160
01/16/2013,1472.63,513146656
01/15/2013,1472.34,483929760
01/14/2013,1470.68,491726656
01/11/2013,1472.05,488474720
01/10/2013,1472.12,569101632
01/09/2013,1461.02,507352352
01/08/2013,1457.15,546030208
01/07/2013,1461.89,490281856
01/04/2013,1466.47,499318240
01/03/2013,1459.37,576168384
01/02/2013,1462.42,680468864
12/31/2012,1426.19,601105600
12/28/2012,1402.43,411216000
12/27/2012,1418.1,445660128
12/26/2012,1419.83,363632128
12/24/2012,1426.66,227982672
12/21/2012,1430.15,1538060928
12/20/2012,1443.69,532168256
12/19/2012,1435.81,576888960
12/18/2012,1446.79,655620160
12/17/2012,1430.36,584239232
12/14/2012,1413.58,533732544
12/13/2012,1419.45,522071744
12/12/2012,1428.48,569768192
12/11/2012,1427.84,590599296
12/10/2012,1418.55,488123616
12/07/2012,1418.07,487081632
12/06/2012,1413.94,523123968
12/05/2012,1409.28,628384384
12/04/2012,1407.05,559464768
12/03/2012,1409.46,540951936
11/30/2012,1416.18,855038976
11/29/2012,1415.95,531923072
11/28/2012,1409.93,577114240
11/27/2012,1398.94,550774464
11/26/2012,1406.29,532653760
11/23/2012,1409.15,248312176
11/21/2012,1391.03,408807168
11/20/2012,1387.81,529088608
11/19/2012,1386.89,589446592
11/16/2012,1359.88,866366592
11/15/2012,1353.33,631895680
11/14/2012,1355.49,688834496
11/13/2012,1374.53,575005888
11/12/2012,1380.03,300848480
11/09/2012,1379.85,595168960
11/08/2012,1377.51,628285504
11/07/2012,1394.53,712068608
11/06/2012,1428.39,564275776
11/05/2012,1417.26,485471520
11/02/2012,1414.2,629411968
11/01/2012,1427.59,616103488
10/31/2012,1412.16,669957888
10/26/2012,1411.94,624422848
10/25/2012,1412.97,577411712
10/24/2012,1408.75,561183104
10/23/2012,1413.11,608605312
10/22/2012,1433.82,537693504
10/19/2012,1433.19,909848512
10/18/2012,1457.34,586051968
10/17/2012,1460.91,568299648
10/16/2012,1454.92,502770016
10/15/2012,1440.13,505754464
10/12/2012,1428.59,523055968
10/11/2012,1432.84,506534624
10/10/2012,1432.56,463834208
10/09/2012,1441.48,487372224
10/08/2012,1455.88,359194368
10/05/2012,1460.93,485459808
10/04/2012,1461.4,510423104
10/03/2012,1450.99,522672672
10/02/2012,1445.75,468189248
10/01/2012,1444.49,528217568
09/28/2012,1440.67,640858624
09/27/2012,1447.15,498622656
09/26/2012,1433.32,545300736
09/25/2012,1441.59,609070336
09/24/2012,1456.89,509947968
09/21/2012,1460.15,1501955072
09/20/2012,1460.26,541019392
09/19/2012,1461.05,536734496
09/18/2012,1459.32,518979296
09/17/2012,1461.19,525147488
09/14/2012,1465.77,745929984
09/13/2012,1459.99,617087360
09/12/2012,1436.56,509502880
09/11/2012,1433.57,527348704
09/10/2012,1429.08,494991808
09/07/2012,1437.92,550364736
09/06/2012,1432.12,577384896
09/05/2012,1403.43,485651136
09/04/2012,1404.94,479796288
08/31/2012,1406.58,575151936
08/30/2012,1399.48,406387488
08/29/2012,1410.49,408841248
08/28/2012,1409.3,410787872
08/27/2012,1410.44,421847040
08/24/2012,1411.13,432340000
08/23/2012,1402.08,462197984
08/22/2012,1413.49,508463360
08/21/2012,1413.17,531114464
08/20/2012,1418.13,443600736
08/17/2012,1418.16,600927168
08/16/2012,1415.51,521541216
08/15/2012,1405.53,438823200
08/14/2012,1403.93,453956448
08/13/2012,1404.11,396726848
08/10/2012,1405.87,490295584
08/09/2012,1402.8,456085664
08/08/2012,1402.22,472937824
08/07/2012,1401.35,533384416
08/06/2012,1394.23,486460096
08/03/2012,1390.99,558787136
08/02/2012,1365,625895104
08/01/2012,1375.14,703061120
07/31/2012,1379.32,679418368
07/30/2012,1385.3,492528736
07/27/2012,1385.97,751211840
07/26/2012,1360.02,714242048
07/25/2012,1337.89,653733632
07/24/2012,1338.31,632833408
07/23/2012,1350.52,602347072
07/20/2012,1362.66,863626752
07/19/2012,1376.51,643162944
07/18/2012,1372.78,589123776
07/17/2012,1363.67,577939392
07/16/2012,1353.64,471627040
07/13/2012,1356.78,530837248
07/12/2012,1334.76,611763840
07/11/2012,1341.46,606265408
07/10/2012,1341.47,568883904
07/09/2012,1352.46,496238944
07/06/2012,1354.68,483174464
07/05/2012,1367.58,499612000
07/03/2012,1374.02,340459616
07/02/2012,1365.51,550391104
06/29/2012,1362.16,862205952
06/28/2012,1329.04,701561344
06/27/2012,1331.85,508537824
06/26/2012,1319.99,557936512
06/25/2012,1313.72,605834880
06/22/2012,1335.02,937475264
06/21/2012,1325.51,687558976
06/20/2012,1355.69,582090944
06/19/2012,1357.98,594853952
06/18/2012,1344.78,548918336
06/15/2012,1342.84,1149111552
06/14/2012,1329.1,616595840
06/13/2012,1314.88,566078592
06/12/2012,1324.18,586248896
06/11/2012,1308.93,578636160
06/08/2012,1325.66,539308864
06/07/2012,1314.99,658585792
06/06/2012,1315.13,666071424
06/05/2012,1285.5,564873408
06/04/2012,1278.18,647897664
06/01/2012,1278.05,794839104
05/31/2012,1310.33,951090816
05/30/2012,1313.32,590658240
05/29/2012,1332.42,560752832
05/25/2012,1317.82,458230528
05/24/2012,1320.68,624818240
05/23/2012,1318.86,710563648
05/22/2012,1316.63,649988224
05/21/2012,1315.99,660701760
05/18/2012,1295.22,999102144
05/17/2012,1304.86,693854080
05/16/2012,1324.8,677159360
05/15/2012,1330.66,665603904
05/14/2012,1338.35,641538624
05/11/2012,1353.39,627982912
05/10/2012,1357.99,657005760
05/09/2012,1354.58,728912448
05/08/2012,1363.72,690165760
05/07/2012,1369.58,586001024
05/04/2012,1369.1,596064448
05/03/2012,1391.57,589986496
05/02/2012,1402.31,554809152
05/01/2012,1405.82,573667392
04/30/2012,1397.91,614539008
04/27/2012,1403.36,582286848
04/26/2012,1399.98,599315136
04/25/2012,1390.69,641079296
04/24/2012,1371.97,617978304
04/23/2012,1366.94,642154880
04/20/2012,1378.53,887960832
04/19/2012,1376.92,676165056
04/18/2012,1385.14,582061888
04/17/2012,1390.78,566529216
04/16/2012,1369.57,596952128
04/13/2012,1370.26,631237824
04/12/2012,1387.57,547368832
04/11/2012,1368.71,593003200
04/10/2012,1358.59,733544256
04/09/2012,1382.2,538616704
04/05/2012,1398.08,595254336
04/04/2012,1398.96,640463488
04/03/2012,1413.38,652731648
04/02/2012,1419.04,588870656
03/30/2012,1408.47,755153792
03/29/2012,1403.28,628170560
03/28/2012,1405.54,645212416
03/27/2012,1412.52,562274112
03/26/2012,1416.51,565915584
03/23/2012,1397.11,576321792
03/22/2012,1392.79,580947520
03/21/2012,1402.9,589411968
03/20/2012,1405.52,560849536
03/19/2012,1409.75,558778368
03/16/2012,1404.17,1362302336
03/15/2012,1402.6,677947840
03/14/2012,1394.28,688684032
03/13/2012,1395.95,684474432
03/12/2012,1371.09,481857344
