ticker,data_field,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013,01/31/2014,02/28/2014,03/31/2014,04/30/2014,05/30/2014,06/30/2014,07/31/2014,08/29/2014,09/30/2014,10/31/2014,11/28/2014,12/31/2014,01/30/2015,02/27/2015,03/31/2015,04/30/2015,05/29/2015,06/30/2015,07/31/2015,08/31/2015,09/30/2015,10/30/2015,11/30/2015,12/31/2015,01/29/2016,02/29/2016,03/31/2016,04/29/2016,05/31/2016,06/30/2016,07/29/2016,08/31/2016,09/30/2016,10/31/2016,11/30/2016,12/30/2016,01/31/2017,02/28/2017,03/31/2017,04/28/2017,05/31/2017,06/30/2017,07/31/2017,08/31/2017,09/29/2017,10/31/2017,11/30/2017,12/29/2017,01/31/2018,02/28/2018,03/30/2018,04/30/2018
ERTH US Equity,EQY_SH_OUT,6.5,6.55,6.5,6.4,6.25,6.15,6.15,6.15,6.15,6.1,5.75,5.55,5.45,5.45,5.4,5.4,5.35,5.35,5.2,4.95,4.75,4.7,4.6,4.5,4.45,4.45,4.4,4.35,3.45,3.35,3.35,3.15,3.1,3.1,2.95,2.85,2.85,2.85,2.8,2.8,2.75,2.6,2.6,2.6,2.6,2.6,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.55,2.55,2.55,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.45,2.4,2.4,2.4,2.4,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.4,2.4,2.4,2.4,2.5,2.5,2.65,2.8,2.85,2.95,3.05,3.1,3.15,3.45,3.65,3.7,3.8,3.8
ERTH US Equity,FUND_TOTAL_ASSETS,147.4447,148.3103,159.5139,160.0148,137.5475,129.7429,143.8658,132.2773,147.8761,151.2611,139.8049,147.0767,148.5087,152.0512,159.0905,162.5276,155.7246,151.6838,140.3693,122.164,98.2243,108.7101,104.5194,97.29,103.6174,106.6243,105.2511,100.3054,71.7214,71.0823,68.7558,67.1001,67.5683,66.805,65.4227,66.1308,70.0798,71.4769,71.8111,71.3141,72.4073,65.9571,70.8258,69.6558,75.5092,78.1092,81.3818,83.8298,81.2466,87.2327,86.4846,84.5355,86.006,87.2202,81.3076,83.5409,74.8455,74.2251,75.3389,72.1171,69.9635,76.5797,75.4956,76.5139,78.138,76.082,75.2266,69.854,65.9664,73.4037,73.161,70.4785,64.9259,66.8913,72.2777,71.4649,72.6744,70.2357,73.8937,76.4024,77.8408,74.1098,77.8779,78.6941,81.3848,82.9868,88.6981,92.6391,101.9802,107.2532,111.6659,116.4601,123.2582,132.8712,132.4383,145.9804,163.0229,158.4336,161.8578,160.0585
SMOG US Equity,PX_VOLUME,684760,430668,384392,306844,534730,444618,529563,522754,200074,341790,376512,307347,385574,370103,853159,886690,423490,292689,321335,360974,235561,253498,231952,364104,278619,159552,126402,125691,113122,96224,99955,73982,75066,78799,123859,110825,135109,146172,88606,340276,480162,323761,249591,252190,268030,351988,213335,218652,296255,280047,323250,250887,254260,244568,161705,131579,360736,418130,123813,153300,170155,168742,134080,117877,105379,117528,156386,139122,73490,77866,136893,274682,296298,137557,123727,72496,126163,69480,90736,123729,61766,71081,372557,114543,92936,71231,67759,84751,103560,155550,167972,88596,62362,107949,103622,119128,111140,123205,84007,50084
SMOG US Equity,PX_LAST,67.2001,63.8101,68.8501,68.8501,57.7501,54.9301,62.0401,56.4001,61.8601,61.2301,57.6001,60.0301,61.7101,62.6701,68.0401,63.7201,59.4901,56.0401,51.5701,46.65,36.72,38.7,36.6,32.73,35.52,36.33,35.52,33.15,29.0727,30.66,28.611,30.4176,30.63,30.57,31.6504,33.12,35.934,36.51,37.77,40.74,46.53,45.66,50.9501,48.36,53.0016,54.9,54.9771,55.96,57.12,62.33,61,58.94,61.8099,65.753,60.5,65.12,59.56,56.93,57.18,53.98,53.08,58.55,58.03,61.5,63.36,61.15,58.2801,52.4618,49.71,52.72,52.65,54.812,49.0636,49.85,53.14,52.1675,50.8909,49.7201,52.24,52.64,53.4694,51.6,50.2708,50.48,52.83,53.9348,55.21,57.2728,58.43,59.85,60.4856,58.5,60.2,62.92,59.6389,61.16,63.23,61.3553,60.381,60.8748
SMOG US Equity,FUND_FLOW,-3.292,4.3367,-2.2448,-4.816,-6.7318,-4.8356,0,-7.5513,-3.0071,-4.2656,-3.0969,0,-1.0544,3.1829,5.1855,13.9685,-5.0116,-5.6299,-8.8438,-4.4608,-4.16,-2.5826,-1.8941,-3.9866,0,-2.5352,-1.221,-1.0842,-1.0225,-2.4648,-1.3829,-1.0275,0,-1.0146,0,-1.1462,-1.1364,-1.2053,0,2.5164,8.4911,0.7746,2.4364,2.5291,0,2.7771,0,-5.4937,2.8616,0,6.3467,0,-2.8157,0,-3.1514,0,0,-2.5887,0,-5.5261,0,-5.8521,0,0,3.1686,3.1264,2.9569,0,0,0,2.6302,2.7563,2.5287,2.4708,0,0,-2.4751,-2.6139,0,-5.2517,0,0,-14.9658,0,0,0,-2.7047,2.8487,0,2.9182,3.0687,0,0,0,3.0774,0,0,2.9773,0,0
SMOG US Equity,EQY_SH_OUT,2.767,2.833,2.8,2.733,2.617,2.533,2.533,2.4,2.35,2.283,2.233,2.233,2.217,2.267,2.35,2.567,2.483,2.383,2.217,2.117,2.017,1.95,1.9,1.783,1.783,1.717,1.683,1.65,1.617,1.533,1.483,1.45,1.45,1.417,1.417,1.383,1.35,1.317,1.317,1.383,1.567,1.583,1.633,1.683,1.683,1.733,1.733,1.633,1.683,1.683,1.783,1.783,1.733,1.733,1.683,1.683,1.683,1.633,1.633,1.533,1.533,1.433,1.433,1.433,1.483,1.533,1.583,1.583,1.583,1.583,1.633,1.683,1.733,1.783,1.783,1.783,1.733,1.683,1.683,1.583,1.583,1.583,1.283,1.283,1.283,1.283,1.233,1.283,1.283,1.333,1.383,1.383,1.383,1.383,1.433,1.433,1.433,1.483,1.483,1.483
SMOG US Equity,FUND_TOTAL_ASSETS,185.7764,181.6467,193.4864,189.9317,151.0293,140.5582,157.2896,135.9468,145.1419,139.9434,128.8397,134.5474,136.2233,141.9309,158.9747,163.8637,148.2684,133.7408,114.8428,99.3508,74.5209,76.339,69.8529,58.6446,63.6206,62.5019,59.8849,54.9133,47.3311,47.3336,42.7658,44.2939,44.7537,43.6636,44.826,46.0131,48.6206,48.3152,49.9103,56.191,72.8651,72.3012,82.9069,81.4618,89.2531,95.0346,95.2457,91.3088,96.2336,105.0781,108.7571,105.3001,107.193,107.193,101.8597,109.6879,100.2063,93.082,93.7438,82.9379,80.8771,83.8774,82.7376,87.7971,93.8849,93.8585,92.6083,82.9174,78.5074,83.3261,85.9661,91.8568,85.7409,88.1222,94.4777,93.4348,88.5809,84.3399,87.7888,83.4887,84.8366,81.8337,64.6676,64.9583,68.0013,69.3821,67.9143,73.1156,75.285,79.3494,83.5204,80.8444,83.14,86.4673,85.7144,87.3515,90.3412,90.5811,89.4527,89.9146
FAN US Equity,PX_VOLUME,1631297,847136,684707,856357,1342755,922250,813830,711092,504429,781566,622899,966994,902893,441980,2097421,1914146,1640347,1918606,920879,1631335,882705,643082,321749,667749,282748,241567,275708,194424,237708,149037,177582,174094,256474,242894,258244,298544,222430,181598,184643,438889,242988,292278,2635817,1671406,1732448,2222711,1387735,1389325,2502012,1686069,1530445,1568457,2060202,2229293,1126630,2509606,2571724,5112262,496107,918095,540370,265576,277222,642515,746245,1012065,608130,578388,181505,269564,388296,569495,430491,702731,290438,597048,334773,3376457,1231122,667761,1103232,853350,1480400,1042084,1421035,654916,724232,810984,819774,743366,973059,736680,1067542,1028434,2167471,655932,1183082,703311,698203,1113334
FAN US Equity,PX_LAST,13.65,13.0699,13.3,12.9,10.78,9.79,10.91,9.65,10.24,10.47,9.37,10.25,10.48,10.52,11.86,12.14,11.4,10.44,10.21,9.35,8.06,8.74,8.27,7.92,8.21,8.27,7.83,7.084,5.98,6.3636,5.92,6.52,6.693,6.5,6.5127,6.94,7.45,7.53,7.668,8.02,8.614,8.41,9.65,9.55,10.45,11.22,11.13,11.35,11.38,12.17,12.05,12.22,13.12,13.34,12.58,12.4,11.48,10.98,11.14,10.17,10.35,10.9502,10.85,11.57,12.06,11.3547,11.4799,10.81,10.2948,11.29,11.23,11.36,10.83,10.44,11.64,11.95,12.21,12.5697,13.04,13.24,13.31,13.0711,12.17,11.7,12.19,12.2087,12.6,13.07,13.49,12.91,13.19,13.23,13.17,13.26,12.72,13.25,13.78,13.13,13.37,13.98
FAN US Equity,FUND_FLOW,-4.4288,-2.6201,-8.0218,0,0,-0.5429,1.6026,0,-1.0369,0,-1.0341,-1.5424,0,0,9.3652,3.5348,-0.5088,-5.2679,-3.5714,-5.8007,-2.1457,-0.8316,-1.9954,-2.7892,-0.4101,-0.843,0,-0.378,-0.6695,-0.6087,-0.2862,-0.6353,0,-0.6866,-0.65,-0.6803,0,0,0,0,0,0,14.7539,11.7125,6.1295,7.2153,2.7638,-2.6944,13.5707,1.7085,1.21,4.8774,2.5365,7.921,-1.2728,-10.0291,-12.2636,-32.022,-1.1022,-3.2252,-4.0802,-1.098,0,1.1442,3.6566,2.9351,0,-3.8062,0,0,0,0,0.5355,0,0,0,0,23.6745,3.158,0.6635,6.0355,3.2475,-4.7591,0,-5.3219,3.0742,0,3.2477,0,1.3474,5.8976,1.3142,7.2329,6.668,-6.2706,-3.1785,-4.8053,-3.2717,-4.0154,0.6836
FAN US Equity,EQY_SH_OUT,6.1,5.9,5.3,5.3,5.3,5.25,5.4,5.4,5.3,5.3,5.2,5.05,5.05,5.05,5.85,6.15,6.1,5.6,5.25,4.6,4.35,4.25,4,3.65,3.6,3.5,3.5,3.45,3.35,3.25,3.2,3.1,3.1,3,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,4.35,5.55,6.15,6.8,7.05,6.8,7.95,8.1,8.2,8.6,8.8,9.4,9.3,8.5,7.5,4.45,4.35,4.05,3.65,3.55,3.55,3.65,3.95,4.2,4.2,3.85,3.85,3.85,3.85,3.85,3.9,3.9,3.9,3.9,3.9,5.8,6.05,6.1,6.55,6.8,6.4,6.4,5.95,6.2,6.2,6.45,6.45,6.55,7,7.1,7.65,8.15,7.65,7.4,7.05,6.8,6.5,6.55
FAN US Equity,FUND_TOTAL_ASSETS,84.3691,77.2399,70.9734,68.3833,56.9146,51.7356,58.9334,52.0047,54.5047,55.6203,48.8301,51.7948,52.8109,53.1694,68.9107,74.145,69.5108,58.4903,54.0645,42.9999,35.3459,37.4293,33.2948,29.1876,29.4761,28.9076,27.6111,24.6779,20.1077,20.9258,19.1318,20.2458,20.8624,19.7043,18.984,19.3503,20.9073,21.1283,21.5199,22.5472,24.1139,23.6001,41.8792,52.7733,64.1421,75.9369,78.2606,76.6516,90.5283,98.3939,99.1995,104.7379,114.6816,125.5095,117.0174,106.081,86.747,48.9115,48.4908,41.636,37.8626,39.0822,38.8973,42.3674,47.4638,47.8664,48.1558,41.7708,39.9589,43.4062,43.2355,43.7592,42.0496,40.7084,45.4084,46.8954,47.4843,72.6481,79.0329,80.453,87.0931,88.5762,77.6691,74.9811,72.2355,75.6658,77.8568,84.2751,86.8386,84.0399,92.2441,93.7054,100.464,107.5199,97.8953,98.2008,97.3685,89.5632,86.6232,91.6482
PBD US Equity,PX_VOLUME,1613959,799223,1178760,941793,1532971,993087,1593403,1427595,752867,699610,910562,2058396,822415,591027,1317468,1283190,936837,1221441,962163,1462500,1030881,744485,1045292,1408351,632072,684592,568987,686721,568370,606998,399704,883130,394246,431475,374298,743320,678341,1189032,332722,957211,1071892,591970,470371,351255,398988,474106,932396,430173,866454,1079177,909526,1720425,2015801,942262,428539,2707893,735419,1040776,743393,1816272,256358,235723,229817,278300,330804,232840,382793,642539,221813,305400,351922,488999,939679,242953,272575,219469,175880,180446,196895,149129,240378,182523,354536,425115,145698,391259,370709,102395,170601,216616,227412,205688,187126,174815,233312,350359,297973,187862,182041,212984
PBD US Equity,PX_LAST,14.8,14.252,14.82,14.6,12.48,11.93,13.3266,12.32,13.82,13.94,13.02,13.96,14.22,14.48,15.72,15.51,14.56,13.7,12.69,11.33,8.77,9.77,9.13,8.23,9.07,9.44,8.99,8.36,7.34,7.61,6.98,7.42,7.61,7.37,7.35,7.89,8.41,8.64,8.63,9.19,10.29,9.75,10.57,10.3,11.45,12.03,12.04,12.07,12.37,13.8399,13.5,12.989,13.29,13.94,12.93,13.74,12.9,12.58,12.12,11.52,11.3,12.255,12.5619,13.21,13.65,12.7203,11.98,10.7755,10.59,11.42,11.2807,11.42,10.15,10.13,10.8401,10.95,10.8142,10.6242,10.98,11.06,11.13,10.59,10.34,10.4,10.68,11.065,11.18,11.37,11.6898,11.92,12.27,12.23,12.66,13.03,12.91,13.14,13.555,13.04,12.8848,12.8688
PBD US Equity,FUND_FLOW,3.4628,0,4.4446,0,-1.7902,-1.9548,-2.7194,-4.8585,-3.0745,0,-3.1246,-12.529,-2.1455,0,47.7638,2.298,-2.0859,2.0081,-1.9316,-5.257,-1.3694,-1.484,-3.5243,-7.1632,-15.736,-4.343,-0.6988,-0.6195,-0.5638,-2.7695,0,-6.1794,-1.2083,-1.144,-2.7724,-0.0107,0,1.9427,0,-5.6833,3.7921,-3.6435,-0.7963,0,0,0,5.5043,0,0,1.167,2.1192,-1.9737,4.7386,3.9926,-1.3574,-14.2341,-5.4973,-1.7369,1.8744,-10.0296,-1.1355,0,0,0,1.3555,0,0,2.8958,0,0.5777,0,0,-2.4149,0,-1.0667,-1.1125,0,0,0,-0.5543,-0.5612,0,-1.0156,-1.5625,0,-2.169,-2.2227,0,0,0,0,0,0,0,0,-1.9445,-0.6801,0.6604,0,0.6465
PBD US Equity,EQY_SH_OUT,12.425,12.425,12.725,12.725,12.575,12.425,12.2,11.825,11.6,11.6,11.375,10.475,10.325,10.325,13.55,13.7,13.55,13.7,13.55,13.1,12.95,12.8,12.425,11.6,9.8,9.35,9.275,9.2,9.125,8.75,8.75,7.925,7.775,7.625,7.25,7.25,7.25,7.475,7.475,6.8,7.175,6.8,6.725,6.725,6.725,6.725,7.175,7.175,7.175,7.25,7.4,7.25,7.625,7.925,7.825,6.725,6.325,6.175,6.325,5.475,5.375,5.375,5.375,5.375,5.475,5.475,5.525,5.775,5.775,5.825,5.825,5.825,5.575,5.575,5.475,5.375,5.375,5.375,5.375,5.325,5.275,5.275,5.175,5.025,5.025,4.825,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.625,4.475,4.425,4.475,4.475,4.525
PBD US Equity,FUND_TOTAL_ASSETS,183.7658,176.0623,188.9663,186.6758,157.8163,149.2243,162.748,146.63,160.5498,161.82,148.8988,147.3833,147.028,150.1255,211.1533,211.939,196.746,186.731,172.4915,148.947,113.96,128.0755,112.1978,97.092,89.67,89.012,83.475,77.372,67.4009,66.4125,61.3375,59.279,59.7898,56.425,54.612,57.3475,61.4075,64.7335,64.6588,62.696,73.9743,66.708,71.3523,69.8728,77.1358,80.969,86.3153,86.8175,89.257,100.05,99.678,94.0325,100.955,110.3628,101.8433,92.7228,81.7836,76.6506,76.8697,63.3301,61.3713,65.9326,67.7068,71.2329,74.1018,69.6051,66.2286,62.238,60.9894,66.7614,65.6874,66.7373,56.7744,56.4967,59.7663,59.5977,58.5371,57.0295,59.3983,59.0246,58.6349,56.1524,53.8256,52.7474,54.1048,53.6202,51.6719,52.8963,54.5076,55.0305,56.7477,56.5991,59.2728,60.4993,60.1459,58.9458,60.1924,58.3792,57.0303,58.1634
EVX US Equity,PX_VOLUME,64287,75024,60997,55251,203799,80994,86624,77686,33112,31098,55318,72603,66893,39343,84277,37557,28964,93772,36515,69260,16083,28961,44679,46251,9224,18093,22482,9235,21449,14312,14190,12441,9023,13103,8265,18046,20905,25793,13908,13599,15521,11505,13478,8611,9512,9494,14588,13706,9653,33429,46770,7096,5146,6080,16575,5994,35371,13632,4192,9313,6283,13873,10117,8668,6731,13771,4183,19611,8593,8752,20812,22298,7176,18775,10893,9818,9379,19487,5960,6752,8778,3685,22335,20898,20736,12197,9740,6071,5818,27197,23386,10341,31882,22040,4844,15015,16029,10308,9233,5263
EVX US Equity,PX_LAST,40.77,42.21,43.97,45.93,42.6475,41.727,44.3476,42.678,45.7183,46.88,46.97,51.6,51.66,52.47,53.75,55.53,54.9756,53.366,50.48,49.35,45.33,48.62,47.09,46.593,48.589,50.1001,52.76,50.3199,45.9,46.48,49.58,48.71,49.44,49.62,50.39,50.97,54.32,53.88,55.89,56.73,59.5,56.067,59.23,58.68,62.319,63.84,65.8064,65.43,62.44,64.27,65.774,66.36,66.606,68.53,66.5876,66.751,64.5746,65.09,66.832,66.723,61.86,64.5902,63.853,63.677,64.1827,63.1,62.69,61.1201,57.9701,60.9568,59.53,58.665,57.52,58.34,64.58,64.401,65.482,67.179,69.7113,69.82,69.7378,69.1438,74.5479,75.57,75.1904,78,77.61,79.0574,77.956,79.429,81.495,80.4999,86.53,86.96,86.1,86.8977,89.32,87.0786,84.8723,85
EVX US Equity,FUND_FLOW,0,0,0,-2.2939,2.2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58,0,0,0,0,0,0,-5.0684,0,0,0,0,0,0,0,0,-2.6276,0,0,0,-2.8866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.078,0,0,0,0,0,0,0,0,-0.0489,0,0,0.0116,-4.0436,0,-0.0177,0,0,0,0,4.3605,0,0
EVX US Equity,EQY_SH_OUT,0.6,0.6,0.6,0.55,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.35,0.35,0.35,0.35,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.25,0.25
EVX US Equity,FUND_TOTAL_ASSETS,24.465,25.3629,26.358,25.2329,25.4491,25.0258,26.6006,25.3544,27.4284,28.1921,28.2031,30.9267,31.0091,31.5288,32.276,33.2903,33.1625,32.0204,30.2418,29.701,22.3344,24.2919,23.8558,23.3057,24.3374,25.0829,26.4484,20.1189,18.3296,19.2116,19.8274,19.5374,19.8603,19.9308,20.2013,20.5256,19.0056,18.9676,19.6802,19.9179,17.4643,16.8296,17.7876,17.5322,18.7294,19.208,19.6777,19.588,18.5714,19.2835,19.7406,19.9069,20.0018,20.0018,19.6342,20.1184,16.1418,16.4435,16.5191,16.477,15.2036,16.1088,16.0032,15.9098,16.0399,15.8204,15.7351,15.3233,14.5929,15.2403,15.2464,14.6041,14.4064,14.5629,16.133,16.0946,16.2893,16.9718,17.2869,17.3911,17.4205,17.3564,18.6111,18.8541,18.8059,19.2914,19.4388,19.6511,19.5992,19.7712,16.2937,16.0647,17.2042,17.3515,17.1839,17.2993,17.6801,21.39,21.2179,21.0173
PUW US Equity,PX_VOLUME,249396,199123,183214,206442,262165,125159,134463,141817,104191,113435,121424,146261,193344,240197,351194,185083,215648,495460,131097,241110,178971,183796,147019,234294,161375,118913,138285,78850,82138,76926,153986,174165,106443,76272,80125,77770,67170,51952,59309,61761,53852,72046,53486,69215,62810,179770,58500,126778,86028,91904,183237,66409,60827,216496,112216,48954,181718,78999,78124,184224,55020,33269,39399,52088,63101,26358,52094,43469,32852,76337,73373,180020,168502,48658,61622,14767,87031,46167,23990,33295,37652,36499,45291,102076,46219,52470,48109,32262,34770,65706,24495,28762,19169,18342,67616,22308,23065,29022,23421,45790
PUW US Equity,PX_LAST,22.34,22.4786,24.27,25.27,22.72,21.456,23.894,21.95,24.26,25.357,26.278,28.13,28.61,29.68,30.459,30.62,29.214,28.2333,27.6,24,20,23.81,23.05,22.5325,24.914,26.6,26.256,25.85,23.04,23.666,23.65,24.322,24.95,24.28,24.6,25.58,27.35,27.38,28.23,27.3701,28.7901,27.02,28.38,27.6,28.9207,30.38,31.2601,32.11,30.686,32.4,32.86,32.61,32.66,33.802,32.23,33.3808,29.88,28.7015,27.76,26.4444,24.403,26.79,26.8014,28.46,28.02,26.6,24.5192,22.1601,19.4325,21.57,21.024,19.46,18.07,17.81,20.6,22.88,22.08,21.84,23.26,24.15,24.2,23.28,25.613,25.8,26.15,25.95,26.27,25.92,25.06,25.3265,25.7678,24.9289,26.33,26.47,26.875,27.03,26.93,25.6319,25.39,24.57
PUW US Equity,FUND_FLOW,0,0,0,-1.2417,0,-1.0931,0,-1.1365,0,0,-2.6115,0,0,4.4612,1.4231,1.4629,0,-2.7169,-2.862,-3.4889,0,-0.9832,-2.3189,0.0404,0.0863,-1.273,0,-1.3234,-1.162,0,-2.3891,-2.4578,-2.4784,0,-1.2089,0,0,0,-1.413,0,0,0.0156,-1.368,0,0,0,-1.5272,0,0,0,1.6066,1.6507,0,-1.6779,1.6627,0,-4.9221,0,0,-1.231,0,0,0,0,-1.4059,0,0,0,0,0,-1.1159,-0.9414,0,0,0,0,0,-0.0172,-1.1622,0,0,-1.2228,0,0.0176,0,0,-0.0108,0,0,0,0,0,-2.6181,0,0,-1.3202,0,0,-0.0222,-2.5966
PUW US Equity,EQY_SH_OUT,2.45,2.45,2.45,2.4,2.4,2.35,2.35,2.3,2.3,2.3,2.2,2.2,2.2,2.35,2.4,2.45,2.45,2.35,2.25,2.1,2.1,2.05,1.95,1.95,1.95,1.9,1.9,1.85,1.8,1.8,1.7,1.6,1.5,1.5,1.45,1.45,1.45,1.45,1.4,1.4,1.4,1.4,1.35,1.35,1.35,1.35,1.3,1.3,1.3,1.3,1.35,1.4,1.4,1.35,1.4,1.4,1.25,1.25,1.25,1.2,1.2,1.2,1.2,1.2,1.15,1.15,1.15,1.15,1.15,1.15,1.1,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.85,0.85,0.85,0.8,0.8,0.8,0.8,0.7
PUW US Equity,FUND_TOTAL_ASSETS,54.7482,55.0429,59.5301,60.4488,54.2544,50.4195,56.1307,50.4788,55.87,58.2256,57.7128,61.7388,62.8184,69.9428,73.1155,75.1738,71.9668,66.2406,62.134,50.8427,41.8944,48.3571,45.2188,43.8793,48.5752,50.5157,49.8775,47.8589,41.3773,42.8166,40.2513,39.1005,37.3836,36.8142,35.7478,37.2319,39.6704,39.6381,39.7145,38.5851,40.2111,37.8851,38.4154,37.3084,39.2398,40.6661,40.5933,41.6863,39.8783,42.1585,44.4053,45.8202,45.7648,45.8801,45.0513,46.9914,37.2822,36.2058,34.553,31.6846,29.3574,32.1294,32.1294,34.1698,32.2661,30.638,28.1012,25.5515,22.5342,24.7924,23.1649,20.4559,19.0983,18.6312,21.6039,23.4867,23.2145,22.9878,23.2718,23.936,24.1476,22.1603,24.2344,24.5358,24.86,24.7465,24.9401,24.6725,23.8795,24.1268,24.5483,23.644,22.6076,22.4794,22.8028,21.5511,21.5439,20.1816,20.2423,17.2301
