ticker,data_field,01/01/2010,02/01/2010,03/01/2010,04/01/2010,05/01/2010,06/01/2010,07/01/2010,08/01/2010,09/01/2010,10/01/2010,11/01/2010,12/01/2010,01/01/2011,02/01/2011,03/01/2011,04/01/2011,05/01/2011,06/01/2011,07/01/2011,08/01/2011,09/01/2011,10/01/2011,11/01/2011,12/01/2011,01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,01/01/2018,02/01/2018,03/01/2018,04/01/2018
SMMV US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4579,2.4087,3.8021,3.8898,5.2111,6.6647,8.0517,8.2058,8.2366,8.2775,8.3472,8.347,8.4674,9.9918,13.2662,23.2368,23.5734,25.5482,26.0812,26.3717
NOBL US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.777,36.873,61.782,96.83,103.588,117.5275,150.3023,184.6395,221.0654,224.0364,242.2598,259.2922,326.3116,439.495,510.6438,589.0432,680.6061,689.9448,703.7529,743.1151,760.534,800.9755,773.6497,797.2809,910.1217,975.4265,1042.3263,1044.4218,1172.4281,1483.4634,1766.6772,1918.3358,2096.6528,2392.9615,2444.4524,2449.9815,2389.0481,2571.6388,2641.6402,2770.2242,2895.8809,2900.0186,2992.8068,3005.1904,3033.2084,3068.8938,3052.3914,3116.2096,3208.4321,3414.6191,3553.077,3964.0935,3484.1226,3450.4734,3406.0235
KAPR US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSDA US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8525,3.9091,3.8927,6.5475,6.4375,6.5618,6.6622,6.9842,7.0826,7.3539,6.9961,6.9454,6.8595
BSEP US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYA US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILCV US Equity,FUND_TOTAL_ASSETS,191.4933,194.5976,213.1542,212.5999,190.134,177.0919,187.9725,182.8598,194.2553,196.5061,194.6455,208.1684,217.8138,225.9664,232.1936,256.1282,244.9503,238.9816,230.6444,211.4579,194.9881,214.7694,213.7542,244.4218,243.8562,251.6168,253.0856,251.7888,233.7741,240.8741,244.124,250.8499,248.368,246.848,239.1375,244.682,251.415,251.2295,254.916,259.956,259.14,430.11,450.701,431.113,349.03,271.6815,272.5155,277.932,262.446,271.456,285.67,298.6572,301.356,309.5463,302.7074,311.6855,312.3543,293.0956,305.3475,303.9072,293.9782,313.5586,297.3735,305.4336,294.2668,285.2731,287.0231,258.3854,247.0568,269.8041,279.46,273.9801,280.4893,268.7691,285.2382,289.1033,301.8991,303.9484,309.5166,311.9631,321.5744,312.9379,335.5569,353.0259,367.8916,386.62,383.5458,380.2731,364.0151,358.8378,374.9696,377.5594,383.7314,379.395,385.6936,405.9746,424.5979,387.6684,375.2657,374.0239
PY US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2418,6.2479,6.2943,6.1631,6.3866,6.457,6.4179,6.2865,6.8851,6.9374,7.0028,7.2476,7.196,7.1746,7.0836,7.2903,7.3738,7.2528,7.5896,7.6245,7.9544,8.111,11.9298,13.1184,14.4168,14.3521
KNG US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0169,5.9731
PSCM US Equity,FUND_TOTAL_ASSETS,,,,3.987,3.6675,2.138,2.341,2.198,2.4646,2.622,5.35,5.718,5.668,2.901,3.037,3.062,3.013,3.001,2.896,6.59,5.6475,6.48,3.9105,3.8775,4.3125,4.2885,4.362,4.302,3.9088,4.1475,4.131,4.3005,4.545,6.046,6.112,6.4,6.848,5.1285,7.094,8.66,7.246,8.72,9.335,10.818,11.739,18.153,18.657,21.525,20.9,39.6,51.589,64.0465,57.421,62.8228,60.1769,64.2049,58.4386,50.5636,25.0873,23.4784,21.4957,22.8168,22.6981,20.5262,18.3981,17.7548,14.8304,13.9171,9.3906,10.3085,10.1912,9.3813,8.3423,7.1054,8.0238,8.8549,13.7796,14.0022,17.1643,17.66,18.1459,17.4141,63.5686,102.7505,97.1051,63.3034,60.8651,58.9851,54.1635,53.8704,48.8208,47.907,47.1591,48.4109,49.7012,54.6409,48.2514,40.965,38.1468,30.6482
AILV US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCLR US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUSA US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1959,23.5775,25.7578,30.3087,31.4411,33.7914,54.5016,83.6193,122.9851,159.1388,186.3703,213.3324,273.3747,285.0013,296.0879,301.7931,301.8006,349.9894,358.2049,369.0593,383.5194,380.9351,393.4373,413.9321,422.4754,423.3707,428.4857,420.9185,438.9851,556.1303,491.455,466.6399,449.4067,444.9232
USMV US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,2.5749,2.6045,7.9953,10.8151,13.8126,19.7564,28.621,69.785,237.3014,353.808,356.2978,398.114,547.212,645.393,751.618,1253.139,1715.788,2606.01,3680.131,3646.35,3569.672,2325.375,2184.954,2029.742,2128.536,2393.475,2426.832,2364.654,2413.152,2438.554,2538.2834,2630.128,2639.7702,2577.5315,2750.5029,2863.9806,3265.6519,3409.9066,3585.1476,4235.4944,4586.3346,4664.7409,4891.4746,4980.5625,4826.0556,5293.8458,5871.7705,6054.1648,6550.6895,6819.8271,7179.6702,7780.2036,9751.6615,11292.4256,12409.1162,13251.3051,14748.1388,15325.3911,14592.8568,14528.3544,13250.6112,12595.7793,12281.797,12094.3376,12340.8554,12300.1681,12718.1921,13206.7703,13583.3489,13529.9944,13801.533,13894.2816,14160.9175,15083.827,15075.0948,15613.0159,14415.5157,14174.6064,14136.5105
HEGD US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNDB US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1671,20.7351,30.7294,38.208,47.1586,58.8234,68.0116,75.5738,76.9449,86.9325,90.8768,117.9671,134.3407,137.7686,158.7711,165.894,192.0683,201.2876,213.1302,210.7501,221.2546,225.8436,229.8406,231.1861,214.0597,197.089,206.0574,193.8893,184.2311,171.0695,170.4062,178.6731,185.6168,190.2043,194.0596,201.3323,201.3031,207.6392,205.2608,227.6642,236.074,251.0269,263.7836,272.8608,265.4306,265.2056,264.4924,268.9551,267.3848,273.2009,275.1191,286.7809,294.0256,267.9865,260.4694,254.9651,263.2464
FNOV US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZA US Equity,FUND_TOTAL_ASSETS,4.5319,4.7317,7.5654,6.5069,4.8462,4.713,4.9989,6.0049,7.908,10.9194,11.0059,11.4729,11.4729,11.4729,11.4729,19.339,19.2093,15.9203,18.2739,18.5803,18.2023,20.4103,23.4911,26.6861,29.4131,33.9125,34.3702,34.557,32.718,33.5616,36.8774,42.4667,46.6229,46.5396,47.068,47.2594,52.5436,59.3706,63.8519,68.3676,71.3718,73.3028,82.902,88.9766,95.1514,105.3223,109.5344,113.6208,116.6872,124.5983,122.9367,122.7353,123.2109,126.3699,123.5098,132.428,142.2675,131.0678,136.7333,138.3299,137.4473,152.927,194.4656,154.6499,153.8883,157.4331,153.1031,149.5969,136.868,142.3216,144.4232,141.2271,127.9227,126.6669,134.4828,139.9873,138.6824,137.3867,142.3857,143.1,143.4322,143.6468,148.4683,152.3616,159.3366,162.8245,163.0704,165.0461,175.3404,183.2249,196.1409,203.284,210.4369,232.3801,242.654,245.6131,261.4497,249.8277,252.4248,255.5837
HKND US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJAN US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFV US Equity,FUND_TOTAL_ASSETS,38.8528,44.0609,55.6481,72.8768,60.7692,47.0879,41.7756,37.7121,41.8163,43.0888,42.8807,45.8768,52.1974,55.9194,56.265,60.1617,59.9156,52.5396,48.5141,36.8162,32.8812,35.6714,39.772,39.5673,42.7968,40.8508,41.5173,35.5434,32.4563,33.3713,32.7672,32.3313,33.1636,33.2653,35.9099,37.0342,41.8372,48.6518,57.6821,56.884,59.4616,60.5761,71.9151,69.3306,72.1234,77.5029,82.0759,88.7944,90.5348,93.5791,94.9988,94.4843,98.6697,110.1082,105.6001,114.9337,114.9396,118.6308,120.6899,124.9204,117.3878,120.8559,120.4378,122.7337,122.4282,119.8953,111.9745,103.6215,98.1686,104.1424,106.1529,95.3093,87.8178,88.306,91.8304,121.2597,120.4994,118.2817,127.4683,128.9754,130.3334,165.7531,189.7354,212.9329,215.7224,216.8843,212.2133,205.1448,162.0122,126.2168,125.0034,111.8674,113.2588,108.0144,113.2778,115.1892,116.9937,110.0547,108.7825,101.8907
PRF US Equity,FUND_TOTAL_ASSETS,527.0163,548.9419,606.2236,645.7679,607.5075,600.2832,676.3149,672.5187,784.5162,821.5368,848.5992,927.4221,994.6118,1110.8775,1146.0376,1208.2325,1229.4916,1218.8785,1173.1739,1097.7891,1007.89,1121.5428,1144.1452,1164.777,1243.8653,1345.9706,1394.8754,1382.6893,1307.2474,1352.6966,1404.2316,1412.2818,1449.9806,1447.2748,1443.2303,1478.9748,1563.0493,1626.4494,1711.1428,1771.308,1881.507,1943.0169,2194.2503,2186.979,2339.136,2500.4358,2626.9429,2810.1303,2828.1017,3020.9586,3165.5098,3284.3144,3475.216,3594.0047,3593.4044,3853.7619,3816.6798,4096.4379,4285.8106,4358.7439,4288.3553,4438.104,4483.1681,4558.0168,4588.1255,4515.4902,4556.7569,4300.0161,3974.4889,4263.9981,4290.7401,4107.6389,3862.6564,3752.8018,3992.2711,4142.3604,4184.6352,4190.6184,4271.8766,4313.7136,4281.8709,4167.3139,4476.4566,4589.9151,4770.9931,4957.1099,4900.8793,4897.0873,4871.7213,4861.7011,4948.6756,4883.358,4988.1429,5079.2621,5246.5522,5330.7896,5541.3641,5274.4388,5096.184,5124.4201
QLV US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDEC US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBLV US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,5.9378,5.1843,5.222,6.3964,7.4473,8.4329,8.4066,7.9104,8.2909,8.2689,8.6141,9.6173,9.3201,10.2757,11.0911,11.8001,12.0866,14.6781,14.8721,22.6264,25.6571,45.8359,60.4043,69.1683,76.0241,85.4633,98.1028,104.1707,116.0583,117.7131,125.4281,128.0398,137.0154,143.5528,151.5054,147.3566,141.3439,159.3816,174.292,184.0774,204.3028,214.9314,225.2558,240.7403,242.4721,252.5845,234.7149,208.0666,226.2896,230.9498,217.7144,177.7273,176.7985,175.481,172.8853,176.8782,155.5712,151.4616,143.6257,138.4816,135.7488,144.3317,144.739,148.7383,160.6711,155.038,151.3348,138.2624,142.3993,140.3859,132.6264,132.35,128.8347,129.4572,124.6888,125.8316,113.926,109.7003,101.5508
JPUS US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1776,10.8267,27.0733,26.5906,25.6008,25.9484,33.2873,33.3475,33.8376,34.4799,41.4174,81.934,128.515,125.5383,135.0596,171.5493,211.8818,232.7657,258.5483,274.2605,220.7372,234.3897,269.8029,297.0009,316.1894,356.2681,376.656,401.6297,469.4445,470.5483,486.4692,501.7514
DEF US Equity,FUND_TOTAL_ASSETS,16.3769,14.7126,15.2952,14.4221,13.5616,13.4766,14.3141,14.3209,17.4225,17.9921,19.1129,19.6084,19.6084,19.6084,19.6084,26.781,26.8843,26.5329,27.1127,26.9623,27.2289,34.3581,37.1536,47.645,59.6847,60.9011,64.4812,65.5873,75.68,80.08,77.5072,71.6091,72.509,72.3133,69.3393,67.0949,69.9409,80.9373,92.7025,110.0312,117.0295,122.3869,127.2198,124.8309,127.8219,132.9247,133.4406,131.7358,124.8131,129.0011,128.2544,133.2425,146.1488,161.1443,183.3038,200.6059,201.0318,204.2801,205.5956,203.3684,225.2526,230.2569,230.6488,229.2861,223.7987,215.1308,215.4328,197.6615,182.1331,183.0569,176.4086,160.1928,148.0334,148.1756,157.7687,156.4471,159.2479,170.9083,175.8058,168.0409,165.5068,161.6834,166.3594,167.2968,169.6497,171.1225,169.4919,171.2036,174.4768,174.3292,176.7808,175.1715,179.0098,183.0664,186.12,187.8297,196.3169,182.3568,180.6717,176.2879
IWD US Equity,FUND_TOTAL_ASSETS,8471.8837,8754.6832,9263.1358,9660.6313,8878.5428,8380.3643,8493.8781,8081.1189,8758.5235,8903.9624,9520.9695,10691.7203,11335.7781,11758.6251,12027.5855,12102.6351,12077.5131,11641.3771,11216.9313,10383.6624,9478.4732,10656.4725,10724.8863,11358.9603,11601.0613,11972.0002,12257.4936,12127.696,11367.3561,11898.8333,12130.5668,12504.1262,13030.295,13173.622,13695.624,14558.911,15751.296,16198.875,16971.036,17236.17,17924.6,17952.0075,19221.6205,18576.977,18845.3125,19613.998,20277.41,20722.7195,19939.827,20879.145,21286.515,22049.4271,22692.75,23205.1327,22665.4719,24026.1286,23463.1511,24394.4661,25296.343,26056.9324,24857.4854,26188.6284,25796.7475,25846.6418,26164.2801,25922.3129,25811.4857,24014.4676,23541.9959,26464.0051,27055.6741,27360.5501,24561.7574,24413.4589,26330.0963,26660.2632,27729.5306,28550.8531,29365.5971,30176.2176,31058.9522,30874.4952,33623.7786,34877.4593,35122.8081,36840.0871,36504.9258,37093.0866,36920.0532,36771.2256,36935.8022,35684.3811,37270.8046,37943.2428,39776.0188,41232.5614,39937.9866,36799.1448,36218.0625,35928.9253
FAPR US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VONV US Equity,FUND_TOTAL_ASSETS,,,,,,,,,12.785,10.5326,13.0941,14.1036,14.4205,17.9408,17.9273,18.4024,21.2399,20.6963,22.866,26.7867,24.6413,35.693,35.5095,35.9913,37.3481,44.8078,45.9481,45.4763,42.8041,44.6856,45.1425,46.1145,47.2978,47.0588,47.0323,57.1456,74.3729,75.429,99.3559,100.8439,169.8981,185.6988,168.8369,136.5756,154.304,172.8262,173.5803,180.9864,182.4873,194.5036,206.6323,225.6099,228.9002,246.8703,242.6364,282.9746,297.5265,339.9722,333.2154,342.0837,332.7729,358.0281,369.567,377.5141,391.2184,412.8605,428.2215,406.8885,406.3927,448.0203,458.5729,445.3124,432.4281,438.327,486.5989,509.4253,537.426,599.6595,637.8139,668.2763,690.2802,699.9921,787.8664,872.0431,915.0539,1009.0153,1014.4723,1032.5235,1031.4648,1085.1754,1132.8491,1152.5641,1196.9238,1239.542,1293.5076,1309.413,1351.56,1321.6098,1308.1285,1312.2453
USMF US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4816,2.533,2.5456,2.5977,2.6464,2.7495,2.7695,4.3542,5.5861,5.5824,5.6462
BNOV US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDIV US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.051,3.0548,4.116,3.1484,4.0207,5.2011,4.9783,8.4531,8.5961,8.6554,8.5154,8.757,8.6768,8.6929,9.7759,10.6228,10.7747,10.0866,10.0491,10.4235,10.4273,10.0384,8.8406,8.1382,8.6703,12.9841,14.2834,14.6701,18.4511,21.1999,22.1042,22.8754,23.5817,24.0773,27.2869,28.3343,27.9155,25.6798,27.3353,27.6885,26.6125,26.567,28.2215,29.5595,30.8721,30.4895,30.5336,29.03,29.3541,29.2615
VOE US Equity,FUND_TOTAL_ASSETS,591.2211,629.1196,717.0166,735.2913,661.4294,598.8809,638.6276,628.9751,681.7223,690.6889,688.0599,745.6904,779.861,870.6197,899.5003,943.7426,927.0457,904.5712,874.2656,787.0376,722.7417,780.8526,880.5768,784.6484,874.4156,945.7221,964.8519,963.7159,908.6626,939.4664,968.4512,1015.3254,1058.882,1075.8814,1123.3705,1146.7403,1355.3126,1429.4254,1559.7057,1640.5204,1704.2976,1704.6161,1798.4923,1802.0174,1911.0188,2012.8698,2125.8249,2256.2598,2261.6779,2418.0356,2401.5474,2627.2403,2783.6979,2963.627,2931.0613,3070.6098,3032.9509,3209.4076,3348.1364,3407.0346,3431.1538,3735.5894,3814.8268,3913.9102,4006.8365,4011.9903,4133.8669,4004.9351,3814.7846,4129.1344,4384.0187,4350.7666,4069.9582,4134.6733,4608.1257,4664.8319,4834.9934,4994.372,5283.9205,5433.7801,5637.6735,5589.1148,6156.4014,6382.8131,6770.9549,7163.5579,7258.1598,7305.8864,7389.5023,7334.2813,7505.1804,7437.7357,7709.3351,7775.7265,8154.3487,8348.9262,8716.6134,8405.9883,8393.5281,8498.8924
NOVZ US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNK US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,2.08,2.066,2.016,1.927,2.682,2.4015,2.802,7.552,7.456,7.964,8.356,8.492,8.396,8.6759,8.9505,8.883,9.0585,9.3195,9.2925,9.477,9.7425,10.449,29.5,30.9625,35.612,17.815,17.479,21.304,20.512,22.8735,23.8765,27.3315,28.1105,30.114,32.945,36.564,39.3698,44.573,97.6494,101.1733,73.047,68.1656,67.6301,69.3645,72.6188,72.0951,76.8007,76.5176,78.0812,80.6072,78.5444,75.3862,71.2901,64.9972,58.1912,48.9271,43.711,36.2508,34.1486,40.7343,51.4969,49.0596,47.5803,47.1565,47.7796,48.9566,46.7229,48.3035,49.4202,73.2678,76.1622,75.2938,60.1766,55.2833,54.9389,57.2,54.7377,51.7023,52.0403,52.2397,52.4737,53.0811,46.8726,46.8794,46.6655
AZAJ US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTM US Equity,FUND_TOTAL_ASSETS,36.0357,38.5717,41.8399,39.335,33.7628,28.7344,29.4543,31.0214,32.8312,34.3948,37.4864,40.9128,44.7975,45.8674,49.8682,50.9278,50.2558,49.3573,46.7812,37.5596,31.7868,36.7706,34.2265,33.7276,37.2143,37.4625,37.6718,37.6722,31.1725,32.3175,32.0503,32.467,33.7354,33.3877,28.2157,29.2483,33.7654,36.7473,37.2843,33.4981,37.7253,35.9038,38.0878,37.9109,43.0289,49.0686,53.5922,51.8683,56.8242,56.3633,81.3594,86.0899,87.204,102.3835,86.8504,81.7656,79.2944,74.1385,67.4635,58.7179,58.0421,76.8842,81.259,83.9988,98.06,90.0235,82.0583,70.4614,60.9791,55.9821,56.2571,53.2766,47.8374,51.9728,52.2048,81.1469,88.8538,83.7618,96.8075,100.6428,99.7533,76.0169,132.5291,150.2328,153.3837,162.4321,148.0061,154.7716,145.0086,122.3234,115.1149,145.4964,145.41,194.0201,207.9813,208.2581,324.5904,252.7579,233.636,180.7259
VLU US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.092,6.0086,6.2595,6.5183,6.5629,6.762,6.8641,7.1873,7.0731,7.5136,7.1959,7.4073,7.6979,7.9183,7.8692,7.4479,7.8984,8.1234,8.1153,8.2692,8.4626,8.2362,8.5847,8.251,8.5397,8.6754,8.4083,8.2196,12.8776,12.5617,12.8428,12.8298,12.5748,12.5165,11.4691,11.4254,4.1506,4.1618,3.7875,3.6318,3.7217,3.8968,3.9351,3.9887,3.9515,4.0649,4.1223,4.092,4.0217,4.3492,8.9181,8.9113,9.2179,9.1217,9.1323,9.1493,9.2281,9.3996,9.3182,9.5717,9.744,15.1455,15.2822,16.0199,15.2819,14.8922,15.0263
RZV US Equity,FUND_TOTAL_ASSETS,85.7468,89.8403,156.6308,208.5832,155.1016,108.2856,101.5018,77.5198,86.3964,87.383,85.6183,106.2469,103.7612,98.7905,95.9413,90.1754,87.5548,79.3706,75.6323,66.0404,55.1608,62.1308,62.415,63.227,69.3123,78.6798,80.0341,77.1451,64.7859,64.3729,62.9251,67.4403,74.9578,72.0655,67.2815,71.3217,80.0729,80.7255,83.3156,82.2706,84.6312,88.6296,107.4944,106.1166,116.7278,123.3499,144.1449,155.6195,166.0611,174.2249,182.6799,178.3563,178.1593,185.0038,174.9175,183.0049,169.8206,171.9897,172.0999,174.5408,166.1191,174.8054,175.4403,177.2533,176.2581,176.1031,164.3564,158.4673,144.9696,150.1902,153.6263,140.1259,124.6132,141.6632,164.2143,184.1904,171.3994,165.5015,170.712,171.8815,175.8613,190.6387,234.5553,284.7708,265.8284,258.3018,240.1171,235.0325,182.7212,182.1825,171.7709,168.0479,234.5185,236.7935,196.1163,193.5319,182.6941,170.6758,168.384,164.6252
BUFG US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKLY US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOCT US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCTZ US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DES US Equity,FUND_TOTAL_ASSETS,140.1703,154.7243,192.2721,180.563,172.4708,184.14,172.9081,186.6515,193.4759,201.8974,224.2261,238.6489,247.1628,248.1716,252.9911,249.3426,240.3254,234.0988,226.9041,205.0833,231.0651,239.6396,241.9599,286.4568,296.2676,313.7908,310.8173,295.4983,316.3159,332.8098,348.7201,385.8247,398.1702,392.8117,402.0586,451.4236,483.6596,553.5218,562.3779,646.3563,700.9572,814.4266,813.4759,889.3872,978.504,1019.4716,1043.6441,998.7017,1032.7803,1062.5253,1054.112,1059.9714,1076.758,1102.8381,1027.3168,1051.0479,972.146,1068.5837,1084.6523,1129.4761,1148.3206,1222.2878,1249.8008,1258.2356,1255.9712,1264.4581,1244.8493,1146.5566,1128.7523,1208.4541,1209.8223,1131.1734,1069.7872,1123.2402,1216.4996,1296.1198,1319.0994,1377.9766,1512.7788,1575.8852,1622.9614,1567.9829,1810.9764,1961.9134,2061.5116,2070.8881,1975.4688,2011.5491,1950.5921,1940.3497,1953.4555,1886.9896,1991.2487,2008.9025,2078.754,2069.3995,2094.0315,1962.2673,1965.2543,1983.8273
SPMV US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5614,2.5449,2.5679,2.6293,2.7596,1.3737,1.4156,1.3689,1.3428,1.3455
STLV US Equity,FUND_TOTAL_ASSETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
