"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094728","1961-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","9",",0","5",",0","1",",0","19",",0","2",",0","1",",0","14",",0","4",",0","0",",0","0",",0","","","","","","","-18.9",",0,02,","610",",,0,05,","290",",,0,04,","53.3",",,0,04,","18.3",",0,24,","","","2064.6","0","441.4",",0","100.5",",,,0","","","462",",,,0","2.57",",0","6.39",",,,0","-1.25",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1961-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","14",",0","9",",0","0",",0","1",",0","0",",0","0",",0","8",",0","0",",0","2",",0","0",",0","","","","","","","-7.8",",0,18,+","25",",,0,09,","15",",,0,08,","23.9",",,0,23,","22.8",",0,28,","","","2469.0","0","404.4",",0","107.5",",,,0","","","30",",,,0","5.29",",0","9.41",",,,0","1.16",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1961-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.3","0","0.3",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","","","","","1.1",",0,03,+","0",",,0,30,+","0",",T,0,13,+","31.8",",,0,16,","27.8",",0,25,","","","2736.0","0","267.0",",0","129.2",",,,0","","","0",",T,,0","9.44",",0","13.44",",,,0","5.44",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1961-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","11.2","0","10.9",",0","15",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","","","","","5.0",",0,27,","0",",,0,31,+","0",",,0,31,+","28.2",",,0,26,","29.4",",0,25,","","","2835.7","0","99.7",",0","91.8",",,,0","","","0",",,,0","15.47",",0","20.54",",,,0","10.40",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1961-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","137.2","0","126.0",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","","","","","","","11.7",",0,14,","0",",,0,30,+","0",",,0,30,+","24.4",",,0,22,","35.6",",0,13,","","","2839.1","0","3.4",",0","72.7",",,,0","","","0",",,,0","22.42",",0","27.58",",,,0","17.26",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1961-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","362.2","0","225.0",",0","9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","","","","","16.7",",0,09,+","0",",,0,31,+","0",",,0,31,+","29.7",",,0,20,","36.1",",0,22,","","","0.0","0","0.0",",0","125.0",",,,0","","","0",",,,0","25.59",",0","30.20",",,,0","20.98",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1961-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","558.3","0","196.1",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","","","13.9",",0,14,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,26,","33.9",",0,10,","","","0.0","0","0.0",",0","79.7",",,,0","","","0",",,,0","24.66",",0","29.01",",,,0","20.30",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1961-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","712.4","0","154.1",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","","","","","","","9.4",",0,18,+","0",",,0,30,+","0",",,0,30,+","26.7",",,0,21,","35.0",",0,02,","","","12.3","0","12.3",",0","43.2",",,,0","","","0",",,,0","23.06",",0","28.03",",,,0","18.08",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1961-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","741.6","0","29.2",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","","","","","4.4",",0,28,","0",",,0,31,+","0",",,0,31,+","23.1",",,0,14,","28.9",",0,09,+","","","109.0","0","96.7",",0","56.2",",,,0","","","0",",,,0","16.16",",0","21.06",",,,0","11.25",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1961-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","746.6","0","5.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","3",",0","0",",0","","","","","","","-1.1",",0,28,","0",",,0,30,+","0",",T,0,28,+","20.1",",,0,24,","25.6",",0,05,","","","385.5","0","276.5",",0","68.9",",,,0","","","0",",T,,0","9.29",",0","13.03",",,,0","5.54",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1961-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","746.6","0","0.0",",0","9",",0","8",",0","1",",0","9",",0","2",",0","0",",0","20",",0","3",",0","0",",0","0",",0","","","","","","","-10.0",",0,16,","152",",,0,26,+","86",",,0,24,","26.7",",,0,18,","14.4",",0,05,","","","893.8","0","508.3",",0","77.2",",,,0","","","195",",,,0","1.94",",0","5.01",",,,0","-1.13",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","12",",0","4",",0","1",",0","1",",0","0",",0","0",",0","24",",0","8",",0","0",",0","0",",0","","","","","","","-11.7",",0,31,","25",",,0,01,","10",",,0,30,","39.9",",,0,06,","13.3",",0,15,","","","1452.5","0","558.7",",0","66.8",",,,0","","","16",",,,0","0.31",",0","4.20",",,,0","-3.58",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","15",",0","8",",0","0",",0","13",",0","3",",0","0",",0","22",",0","4",",0","0",",0","0",",0","","","","","","","-15.6",",0,11,","51",",,0,15,+","74",",,0,09,","21.1",",,0,26,","13.3",",0,05,","","","1968.9","0","516.4",",0","94.9",",,,0","","","245",",,,0","-0.11",",0","3.29",",,,0","-3.51",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.6","0","0.6",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","7",",0","1",",0","3",",0","0",",0","","","","","","","-11.7",",0,03,","0",",T,0,10,+","5",",,0,06,","59.2",",,0,12,","26.1",",0,30,","","","2347.5","0","378.6",",0","75.5",",,,0","","","5",",,,0","6.14",",0","10.66",",,,0","1.62",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","13.8","0","13.2",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","1",",0","","","","","","","1.1",",0,17,","0",",,0,30,+","0",",T,0,15,","32.8",",,0,01,","32.8",",0,27,","","","2555.8","0","208.3",",0","76.2",",,,0","","","0",",T,,0","11.83",",0","16.91",",,,0","6.75",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","72.7","0","58.9",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","3",",0","","","","","","","5.6",",0,09,+","0",",,0,31,+","0",",,0,31,+","12.4",",,0,24,","37.2",",0,19,","","","2625.3","0","69.5",",0","32.0",",,,0","","","0",",,,0","17.99",",0","23.85",",,,0","12.13",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","203.9","0","131.2",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","","","","","5","","11.7",",0,14,","0",",,0,30,+","0",",,0,30,+","33.5",",,0,24,","33.9",",0,19,+","","","2632.2","0","6.9",",0","94.8",",,,0","","","0",",,,0","22.48",",0","27.83",",,,0","17.12",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","359.2","0","155.3",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","2","","13.9",",0,27,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,23,","35.6",",0,08,","","","0.8","0","0.8",",0","42.5",",,,0","","","0",",,,0","23.32",",0","28.72",",,,0","17.92",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","492.0","0","132.8",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","5","","13.3",",0,11,+","0",",,0,31,+","0",",,0,31,+","40.4",",,0,28,","32.8",",0,20,","","","6.4","0","5.6",",0","144.9",",,,0","","","0",",,,0","22.44",",0","27.23",",,,0","17.65",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","536.0","0","44.0",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","","","5.6",",0,21,","0",",,0,30,+","0",",,0,30,+","36.6",",,0,27,","31.1",",0,14,","","","51.3","0","44.9",",0","78.8",",,,0","","","0",",,,0","18.30",",0","22.85",",,,0","13.75",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","542.9","0","6.9",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","","","","","1.1",",0,27,+","0",",,0,31,+","0",",T,0,26,","29.2",",,0,05,","29.4",",0,12,","","","189.9","0","138.6",",0","80.0",",,,0","","","0",",T,,0","14.09",",0","18.64",",,,0","9.53",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","542.9","0","0.0",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","-2.2",",0,19,","0",",,0,30,+","0",",T,0,20,+","40.9",",,0,10,","16.7",",0,30,","","","553.5","0","363.6",",0","100.0",",,,0","","","0",",T,,0","6.21",",0","9.61",",,,0","2.81",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1962-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","542.9","0","0.0",",0","10",",0","7",",0","0",",0","3",",0","3",",0","0",",0","22",",0","9",",0","0",",0","0",",0","","","","","","","-15.6",",0,31,","76",",,0,22,","41",",,0,21,","16.8",",,0,05,","20.0",",0,01,","","","1131.0","0","577.5",",0","57.6",",,,0","","","116",",,,0","-0.30",",0","2.98",",,,0","-3.57",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","11",",0","7",",0","0",",0","5",",0","2",",0","0",",0","23",",0","10",",0","0",",0","0",",0","","","","","","","-15.6",",0,24,","102",",,0,31,+","76",",,0,26,","9.7",",,0,20,","10.6",",0,10,","","","1731.8","0","600.8",",0","49.2",",,,0","","","134",",,,0","-1.05",",0","2.35",",,,0","-4.45",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","7",",0","5",",0","0",",0","6",",0","2",",0","1",",0","25",",0","10",",0","0",",0","0",",0","","","","","","","-18.9",",0,08,","102",",,0,02,+","64",",,0,19,","24.6",",,0,19,","10.6",",0,18,","","","2304.0","0","572.2",",0","64.8",",,,0","","","94",",,,0","-2.10",",0","2.21",",,,0","-6.41",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","16",",0","11",",0","1",",0","2",",0","1",",0","0",",0","8",",0","0",",0","2",",0","0",",0","","","","","","","-3.3",",0,01,","51",",,0,02,","51",",,0,01,","25.4",",,0,06,","26.1",",0,25,","","","2671.6","0","367.6",",0","91.9",",,,0","","","71",",,,0","6.47",",0","10.26",",,,0","2.69",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","1.1","0","1.1",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","","","1","","1.1",",0,05,","0",",,0,30,+","0",",T,0,23,+","22.6",",,0,30,","27.2",",0,18,","","","2861.5","0","189.9",",0","32.3",",,,0","","","0",",T,,0","12.04",",0","17.45",",,,0","6.63",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","26.5","0","25.4",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","","","4","","3.3",",0,01,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,18,","30.0",",0,09,+","","","2953.9","0","92.4",",0","54.9",",,,0","","","0",",,,0","16.17",",0","21.95",",,,0","10.39",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","131.6","0","105.1",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","","","","","5","","12.2",",0,22,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,03,","35.6",",0,26,","","","2960.3","0","6.4",",0","69.2",",,,0","","","0",",,,0","21.62",",0","26.91",",,,0","16.33",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","327.5","0","195.9",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","","","12.2",",0,09,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,14,","36.7",",0,27,+","","","0.0","0","0.0",",0","55.9",",,,0","","","0",",,,0","24.65",",0","30.14",",,,0","19.16",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","449.3","0","121.8",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","","","11.7",",0,25,","0",",,0,31,+","0",",,0,31,+","34.5",",,0,01,","31.1",",0,09,+","","","0.3","0","0.3",",0","81.5",",,,0","","","0",",,,0","22.25",",0","27.38",",,,0","17.13",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","488.8","0","39.5",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","","","","","4.4",",0,24,","0",",,0,30,+","0",",,0,30,+","55.4",",,0,29,","30.6",",0,19,","","","72.2","0","71.9",",0","100.4",",,,0","","","0",",,,0","17.25",",0","22.28",",,,0","12.22",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","511.4","0","22.6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","","","","","3.3",",0,30,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,28,","28.3",",0,19,+","","","149.6","0","77.4",",0","3.5",",,,0","","","0",",,,0","16.57",",0","22.28",",,,0","10.85",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","511.4","0","0.0",",0","10",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","1.1",",0,30,","0",",,0,30,+","0",",T,0,30,","75.2",",,0,07,","20.6",",0,18,","","","393.8","0","244.2",",0","209.4",",,,0","","","0",",T,,0","10.19",",0","13.45",",,,0","6.94",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1963-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","511.4","0","0.0",",0","9",",0","7",",0","0",",0","12",",0","4",",0","0",",0","22",",0","10",",0","0",",0","0",",0","","","","","","","-11.7",",0,21,+","152",",,0,25,+","152",",,0,23,","20.6",",,0,08,","12.8",",0,08,","","","976.6","0","582.8",",0","58.6",",,,0","","","286",",,,0","-0.47",",0","2.20",",,,0","-3.14",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","9",",0","6",",0","2",",0","13",",0","2",",0","0",",0","16",",0","4",",0","0",",0","0",",0","","","","","","","-12.8",",0,14,","330",",,0,16,+","292",",,0,13,","32.8",",,0,20,","12.8",",0,25,","","","1482.3","0","505.7",",0","117.3",",,,0","","","337",",,,0","2.02",",0","5.44",",,,0","-1.40",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","14",",0","8",",0","0",",0","11",",0","4",",0","0",",0","25",",0","4",",0","0",",0","0",",0","","","","","","","-7.2",",0,25,+","152",",,0,20,","152",",,0,19,","20.3",",,0,06,","11.1",",0,05,","","","2001.1","0","518.8",",0","74.4",",,,0","","","358",",,,0","0.44",",0","3.81",",,,0","-2.92",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","13",",0","7",",0","0",",0","1",",0","3",",0","0",",0","9",",0","0",",0","2",",0","0",",0","","","","","","","-5.6",",0,31,","51",",,0,22,","91",",,0,22,","15.0",",,0,28,","23.9",",0,25,","","","2377.8","0","376.7",",0","65.4",",,,0","","","152",",,,0","6.18",",0","10.46",",,,0","1.90",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","2.0","0","2.0",",0","15",",0","12",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","3",",0","0",",0","","","","","","","-2.2",",0,01,","0",",,0,30,+","0",",T,0,09,","25.4",",,0,06,","30.0",",0,18,","","","2634.9","0","257.1",",0","129.5",",,,0","","","0",",T,,0","9.83",",0","14.15",",,,0","5.51",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","60.1","0","58.1",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","","","","","","","6.1",",0,03,+","0",",,0,31,+","0",",,0,31,+","6.6",",,0,13,","34.4",",0,23,","","","2686.1","0","51.2",",0","14.5",",,,0","","","0",",,,0","18.56",",0","24.46",",,,0","12.65",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","183.5","0","123.4",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","7",",0","","","","","","","10.6",",0,05,","0",",,0,30,+","0",",,0,30,+","19.3",",,0,19,","37.2",",0,30,","","","2699.4","0","13.3",",0","67.8",",,,0","","","0",",,,0","22.00",",0","27.24",",,,0","16.76",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","364.1","0","180.6",",0","10",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","","","","","","","16.1",",0,26,+","0",",,0,31,+","0",",,0,31,+","27.7",",,0,09,","37.2",",0,01,","","","2.0","0","2.0",",0","106.2",",,,0","","","0",",,,0","24.10",",0","28.87",",,,0","19.33",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","500.1","0","136.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","","","12.2",",0,15,+","0",",,0,31,+","0",",,0,31,+","3.3",",,0,18,","33.3",",0,22,","","","2.0","0","0.0",",0","6.1",",,,0","","","0",",,,0","22.72",",0","28.38",",,,0","17.06",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","573.1","0","73.0",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","3",",0","","","","","","","8.9",",0,16,+","0",",,0,30,+","0",",,0,30,+","26.4",",,0,29,","33.3",",0,11,+","","","39.4","0","37.4",",0","43.0",",,,0","","","0",",,,0","19.52",",0","24.98",",,,0","14.06",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","574.0","0","0.9",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","","","","","","","0.6",",0,24,","0",",,0,31,+","0",",,0,31,+","16.0",",,0,17,","25.6",",0,26,+","","","213.1","0","173.7",",0","43.9",",,,0","","","0",",,,0","12.76",",0","17.60",",,,0","7.92",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","574.0","0","0.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","4",",0","1",",0","1",",0","0",",0","","","","","","","-4.4",",0,22,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,25,","21.7",",0,13,","","","473.5","0","260.4",",0","64.8",",,,0","","","0",",,,0","9.65",",0","13.68",",,,0","5.63",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1964-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","574.0","0","0.0",",0","15",",0","8",",0","1",",0","3",",0","1",",0","0",",0","18",",0","4",",0","0",",0","0",",0","","","","","","","-8.3",",0,19,","25",",,0,22,+","69",",,0,20,","32.0",",,0,04,","15.6",",0,27,+","","","966.0","0","492.5",",0","105.9",",,,0","","","80",",,,0","2.45",",0","5.63",",,,0","-0.74",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1965-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","9",",0","6",",0","0",",0","17",",0","4",",0","0",",0","28",",0","11",",0","0",",0","0",",0","","","","","","","-12.8",",0,17,","152",",,0,12,+","160",",,0,10,","16.3",",,0,23,","12.8",",0,09,","","","1574.9","0","608.9",",0","78.6",",,,0","46.3",",X","376",",,,0","-1.31",",0","1.99",",,,0","-4.60",",,,0","8310",",X","","","","","","","","","315",",X","","","","","","","","","","","16.5",",X"
"USW00094728","1965-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","9",",0","5",",0","2",",0","3",",0","1",",0","0",",0","19",",0","6",",0","0",",0","0",",0","","","","","","","-10.6",",0,05,","25",",,0,15,+","25",",,0,14,","34.3",",,0,07,","16.1",",0,08,","","","2059.2","0","484.3",",0","93.0",",,,0","56.6",",X","63",",,,0","1.04",",0","4.88",",,,0","-2.81",",,,0","10200",",X","","","","","","","","","315",",X","","","","","","","","","","","14.8",",X"
"USW00094728","1965-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.0","0","0.0",",0","10",",0","8",",0","0",",0","1",",0","2",",0","0",",0","9",",0","0",",0","0",",0","0",",0","","","","","","","-6.1",",0,21,","25",",,0,21,","43",",,0,20,","19.1",",,0,05,","16.1",",0,04,","","","2489.7","0","430.5",",0","63.5",",,,0","56.5",",X","71",",,,0","4.45",",0","7.96",",,,0","0.93",",,,0","12540",",X","","","","","","","","","315",",X","","","","","","","","","","","15.2",",X"
"USW00094728","1965-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","0.9","0","0.9",",0","11",",0","8",",0","0",",0","0",",0","1",",0","0",",0","1",",0","0",",0","4",",0","0",",0","","","","","1","","-1.7",",0,01,","0",",T,0,02,","30",",,0,02,","16.0",",,0,16,","26.7",",0,30,","","","2730.5","0","240.8",",0","73.7",",,,0","57.6",",X","30",",,,0","10.34",",0","14.93",",,,0","5.74",",,,0","13938",",X","","","","","","","","","315",",X","","","","","","","","","","","13.0",",X"
